"VendorID","passenger_count","trip_distance_miles","pickup_longitude","pickup_latitude","RatecodeID","dropoff_longitude","dropoff_latitude","payment_type","total_amount","pickup_hour","pickup_timeOfDay","trip_distance","speed","trip_duration","temp","hum","vis","cond","fog","rain","gasprice","weekday"
"Creative Mobile Technologies, LLC",1,1.2,-74.0061416625977,40.7350234985352,"Standard rate",-73.9915771484375,40.7376174926758,"Credit card",9.95,22,"evening",1.931208,10.1408450704225,426,19.4,93,12,"Scattered Clouds",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,1.4,-73.9814758300781,40.6798553466797,"Standard rate",-73.9814071655274,40.6959915161133,"Cash",7.8,6,"night",2.253076,13.0569948186529,386,3.9,60,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,3.1,-73.9381256103516,40.7966079711914,"Standard rate",-73.9685974121094,40.7866363525391,"Cash",17.3,13,"afternoon",4.988954,8.14598540145986,1370,10.6,26,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",2,1.95,-73.9771041870117,40.7555541992188,"Standard rate",-73.9591522216797,40.7775955200195,"Cash",9.3,20,"evening",3.138213,16.8345323741007,417,20.6,65,16,"Overcast",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",1,8.9,-73.8730087280274,40.7742118835449,"Standard rate",-73.9701156616211,40.7847709655762,"Credit card",35.34,11,"morning",14.323126,19.3829401088929,1653,25,74,12,"Overcast",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,2,-73.8781890869141,40.8424835205078,"Standard rate",-73.8480758666992,40.8535232543945,"Cash",10.3,4,"night",3.21868,14.3712574850299,501,4.4,58,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",4,0.89,-73.9957885742188,40.7408905029297,"Standard rate",-73.9910736083984,40.7350769042969,"Credit card",7.56,11,"morning",1.4323126,11.048275862069,290,8.3,27,16,"Clear",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,1,-73.9940872192383,40.7550392150879,"Standard rate",-73.9796752929688,40.748119354248,"Credit card",9.8,20,"evening",1.60934,7.87746170678337,457,21.7,51,14,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,0.8,-73.9802703857422,40.7601699829102,"Standard rate",-73.9700698852539,40.7631225585938,"Cash",9.3,9,"morning",1.287472,3.93980848153215,731,25,71,12,"Mostly Cloudy",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,3.9,-73.98681640625,40.7600555419922,"Standard rate",-73.9935302734375,40.7217636108398,"Credit card",16.8,0,"night",6.276426,12.6145552560647,1113,8.9,44,16,"Clear",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",2,1,-73.9462203979492,40.7728958129883,"Standard rate",-73.9606323242188,40.7725486755371,"Cash",7.8,14,"afternoon",1.60934,7.54716981132075,477,8.9,83,16,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",5,1.55,-73.9878082275391,40.7435302734375,"Standard rate",-73.9886093139648,40.7271308898926,"Cash",8.8,19,"evening",2.494477,15.414364640884,362,18.9,75,16,"Mostly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",5,2.1,-73.9698181152344,40.7532501220703,"Standard rate",-73.9913177490234,40.7329025268555,"Cash",11.3,17,"afternoon",3.379614,11.4545454545455,660,8.9,83,11,"Light Rain",0,1,1.167,"Dienstag"
"VeriFone Inc.",5,3.31,-74.0020980834961,40.733699798584,"Standard rate",-73.9889831542969,40.764289855957,"Credit card",13.8,2,"night",5.3269154,14.4787363304982,823,18.3,75,16,"Overcast",0,0,1.297,"Montag"
"Creative Mobile Technologies, LLC",2,4.5,-73.981803894043,40.752082824707,"Standard rate",-73.9288330078125,40.7668609619141,"Cash",18.3,21,"evening",7.24203,15.1401869158879,1070,7.2,90,12,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",1,1.93,-73.9653854370117,40.7908935546875,"Standard rate",-73.9594802856445,40.7713432312012,"Cash",10.3,6,"night",3.1060262,11.6969696969697,594,21.7,68,14,"Clear",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.9,-74.0002288818359,40.7480201721191,"Standard rate",-73.9998931884766,40.738353729248,"Credit card",6.8,8,"morning",1.448406,12.755905511811,254,22.8,44,14,"Partly Cloudy",0,0,1.167,"Mittwoch"
"VeriFone Inc.",6,3.66,-73.9695816040039,40.7853469848633,"Standard rate",-73.9869613647461,40.7429924011231,"Credit card",17.16,0,"night",5.8901844,17.5212765957447,752,6.7,47,16,"Clear",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,2.4,-73.9890365600586,40.7520446777344,"Standard rate",-73.9849700927734,40.7278633117676,"Credit card",13.8,15,"afternoon",3.862416,7.97783933518006,1083,27.2,31,12,"Scattered Clouds",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,2.4,-74.0115127563477,40.7102813720703,"Standard rate",-73.9910125732422,40.734920501709,"Credit card",13.39,23,"evening",3.862416,19.2857142857143,448,1.7,52,16,"Clear",0,0,1.284,"Freitag"
"VeriFone Inc.",5,0.87,-73.976921081543,40.757495880127,"Standard rate",-73.9883804321289,40.7556610107422,"Cash",6.8,22,"evening",1.4001258,9.75700934579439,321,19.4,93,8,"Light Rain",0,1,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",2,13,-73.7872085571289,40.6412353515625,"Standard rate",-73.8857116699219,40.7732429504395,"Cash",37.8,11,"morning",20.92142,29.2682926829268,1599,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"Creative Mobile Technologies, LLC",3,1.1,-73.9901275634766,40.7513847351074,"Standard rate",-73.9860458374024,40.7400360107422,"Credit card",11.15,23,"evening",1.770274,6.99646643109541,566,6.7,47,16,"Clear",0,0,1.297,"Samstag"
"VeriFone Inc.",1,0.41,-73.9794235229492,40.7466430664063,"Standard rate",-73.982780456543,40.7422065734863,"Cash",4.3,9,"morning",0.6598294,18.2222222222222,81,25,71,12,"Mostly Cloudy",0,0,1.155,"Donnerstag"
"VeriFone Inc.",1,0.56,-73.9807434082031,40.7469100952148,"Standard rate",-73.9908676147461,40.7511596679688,"Cash",5.8,0,"night",0.9012304,9.50943396226415,212,5.6,51,16,"Overcast",0,0,1.284,"Donnerstag"
"VeriFone Inc.",5,5.8,-73.7766571044922,40.645320892334,"Standard rate",-73.7455673217774,40.6922798156738,"Cash",18.8,1,"night",9.334172,29,720,22.8,76,12,"Clear",0,0,1.167,"Mittwoch"
"Creative Mobile Technologies, LLC",1,1.4,-73.9949493408203,40.7451286315918,"Standard rate",-73.9811172485352,40.7547035217285,"Cash",6.8,6,"night",2.253076,19.3846153846154,260,10,61,16,"Overcast",0,0,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",1,6.7,-73.9730911254883,40.7551803588867,"Standard rate",-74.0159912109375,40.7113761901856,"Cash",24.3,7,"morning",10.782578,17.0098730606488,1418,21.1,87,11,"Overcast",0,0,1.133,"Freitag"
"Creative Mobile Technologies, LLC",1,1.9,-73.9914779663086,40.7446517944336,"Standard rate",-73.9865951538086,40.7653160095215,"Credit card",11.6,23,"evening",3.057746,14.46088794926,473,1.7,46,16,"Clear",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,1.8,-74.0073089599609,40.7277908325195,"Standard rate",-73.9793395996094,40.7233543395996,"Credit card",15.35,17,"afternoon",2.896812,6.63934426229508,976,22.2,84,2,"Light Rain",0,1,1.133,"Donnerstag"
"VeriFone Inc.",2,0.82,-73.9812316894531,40.7469367980957,"Standard rate",-73.9901657104492,40.7452545166016,"Credit card",8.5,16,"afternoon",1.3196588,12.7792207792208,231,25.6,45,16,"Partly Cloudy",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",1,1.3,-73.9920196533203,40.7517395019531,"Standard rate",-73.9985122680664,40.7363471984863,"Credit card",9.35,21,"evening",2.092142,13.109243697479,357,7.2,90,12,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",2,2.49,-73.9908676147461,40.7423896789551,"Standard rate",-73.9624633789063,40.7587585449219,"Credit card",16,18,"afternoon",4.0072566,11.4336734693878,784,8.3,93,2,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",2,3.1,-73.9541015625,40.7426719665527,"Standard rate",-73.9085159301758,40.7232398986816,"Cash",11.8,20,"evening",4.988954,29.6021220159151,377,8.9,39,16,"Scattered Clouds",0,0,1.297,"Samstag"
"VeriFone Inc.",2,13.85,-73.7814407348633,40.6447830200195,"Standard rate",-73.9105682373047,40.7713203430176,"Credit card",53.76,16,"afternoon",22.289359,18.0390738060781,2764,8.3,41,16,"Clear",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,0.4,-73.9860458374024,40.7349967956543,"Standard rate",-73.9880218505859,40.7392578125,"Credit card",5.75,12,"morning",0.643736,8.04469273743017,179,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"Creative Mobile Technologies, LLC",1,0.8,-73.9945907592774,40.7213897705078,"Standard rate",-73.9860000610352,40.726978302002,"Credit card",8.15,2,"night",1.287472,8.91640866873065,323,10,61,16,"Clear",0,0,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",2,1.6,-73.9786148071289,40.7449340820313,"Standard rate",-73.9967956542969,40.734748840332,"Credit card",11,10,"morning",2.574944,11.1844660194175,515,12.8,51,16,"Clear",0,0,1.284,"Samstag"
"Creative Mobile Technologies, LLC",1,5.4,-73.9940567016602,40.7512969970703,"Standard rate",-73.9544448852539,40.7882423400879,"Credit card",24.8,15,"afternoon",8.690436,14.453531598513,1345,25.6,46,16,"Clear",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",1,2.5,-73.957145690918,40.7662086486816,"Standard rate",-73.9809494018555,40.7467765808106,"Credit card",12.8,0,"night",4.02335,14.6579804560261,614,5.6,51,16,"Overcast",0,0,1.284,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.8,-73.9869766235352,40.7612419128418,"Standard rate",-73.9715194702148,40.7560386657715,"Credit card",8.15,8,"morning",1.287472,7.18204488778055,401,8.9,77,9,"Light Rain",0,1,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",1,1.6,-74.0041961669922,40.751953125,"Standard rate",-73.9981536865234,40.7361564636231,"Credit card",9.8,1,"night",2.574944,12.8,450,7.8,47,16,"Clear",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,3.9,-73.9105911254883,40.7695236206055,"Standard rate",-73.938346862793,40.8047981262207,"Credit card",22.59,7,"morning",6.276426,27.9125248508946,503,10,61,16,"Overcast",0,0,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",1,0.4,-73.9872512817383,40.7603187561035,"Standard rate",-73.993293762207,40.758659362793,"Credit card",6.35,21,"evening",0.643736,9.47368421052632,152,9.4,74,16,"Overcast",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,1.21,-73.9790573120117,40.7771682739258,"Standard rate",-73.9779968261719,40.7644386291504,"Credit card",10.38,18,"afternoon",1.9473014,11.1979434447301,389,21.7,93,3,"Light Rain",0,1,1.133,"Donnerstag"
"VeriFone Inc.",1,10.38,-73.8708572387695,40.7737808227539,"Standard rate",-73.977783203125,40.773868560791,"Credit card",38.34,23,"evening",16.7049492,26.2600140548138,1423,19.4,93,6,"Clear",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,1.9,-73.9756622314453,40.7819404602051,"Standard rate",-73.9621734619141,40.7653007507324,"Credit card",14.16,16,"afternoon",3.057746,8.88311688311688,770,25.6,45,16,"Partly Cloudy",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",3,1.9,-74.002555847168,40.7500457763672,"Standard rate",-73.9828720092774,40.7613143920899,"Credit card",9.8,2,"night",3.057746,21.85303514377,313,23.3,62,16,"Clear",0,0,1.155,"Donnerstag"
"VeriFone Inc.",6,1.87,-73.9876174926758,40.7479705810547,"Standard rate",-73.9851226806641,40.7637329101563,"Credit card",19.56,19,"evening",3.0094658,4.37426900584795,1539,2.8,50,16,"Partly Cloudy",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,1.6,-73.9969635009766,40.7471008300781,"Standard rate",-73.9836273193359,40.7317657470703,"Credit card",12.8,18,"afternoon",2.574944,8.50812407680945,677,8.3,93,2,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,0.5,-73.9765319824219,40.7398567199707,"Standard rate",-73.9833984375,40.743782043457,"Cash",4.3,6,"night",0.80467,15.2542372881356,118,4.4,58,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,0.7,-73.9862289428711,40.7402954101563,"Standard rate",-73.9792251586914,40.7500228881836,"Credit card",7.55,14,"afternoon",1.126538,8.37209302325581,301,27.8,33,12,"Partly Cloudy",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,12.4,-74.0070343017578,40.7113723754883,"Standard rate",-73.864860534668,40.7703514099121,"Credit card",43.5,6,"night",19.955816,40.0718132854578,1114,9.4,61,16,"Clear",0,0,1.284,"Samstag"
"Creative Mobile Technologies, LLC",1,12.4,-73.8636093139649,40.769832611084,"Standard rate",-73.9852142333984,40.7430648803711,"Credit card",53.79,8,"morning",19.955816,19.3414211438475,2308,23.9,73,12,"Scattered Clouds",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,2.2,-73.9491653442383,40.7741889953613,"Standard rate",-73.975212097168,40.7560844421387,"Cash",11.8,7,"morning",3.540548,10.6024096385542,747,9.4,61,16,"Overcast",0,0,1.264,"Dienstag"
"VeriFone Inc.",1,1.75,-73.9879531860352,40.7437782287598,"Standard rate",-73.9843292236328,40.7255706787109,"Credit card",11.76,23,"evening",2.816345,10.8620689655172,580,6.7,47,16,"Clear",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,2.2,-73.9997177124024,40.734260559082,"Standard rate",-74.0077819824219,40.708797454834,"Credit card",11.8,19,"evening",3.540548,13.75,576,7.2,60,16,"Mostly Cloudy",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,6.28,-73.9733810424805,40.7953681945801,"Standard rate",-73.9064025878906,40.8181915283203,"Cash",22.3,18,"afternoon",10.1066552,18.4856909239575,1223,2.8,50,16,"Partly Cloudy",0,0,1.284,"Freitag"
"VeriFone Inc.",1,5.73,-73.9738006591797,40.7557907104492,"Standard rate",-74.009880065918,40.7060317993164,"Cash",20.8,18,"afternoon",9.2215182,16.8805237315876,1222,10.6,41,16,"Overcast",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,0.8,-73.9858322143555,40.7408294677734,"Standard rate",-73.9751129150391,40.7477188110352,"Credit card",9.8,10,"morning",1.287472,5.69169960474308,506,25,36,14,"Clear",0,0,1.167,"Mittwoch"
"VeriFone Inc.",1,4.84,-73.9928588867188,40.7635345458984,"Standard rate",-73.9379577636719,40.7970428466797,"Cash",17.3,2,"night",7.7892056,20.8172043010753,837,22.8,55,16,"Clear",0,0,1.155,"Donnerstag"
"VeriFone Inc.",1,3.15,-73.9998168945313,40.7330780029297,"Standard rate",-73.988655090332,40.7688484191895,"Credit card",16.56,17,"afternoon",5.069421,14.6891191709845,772,23.3,87,11,"Clear",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,4.9,-73.9744110107422,40.7475433349609,"Standard rate",-74.014404296875,40.7031517028809,"Credit card",20.8,8,"morning",7.885766,24.0326975476839,734,9.4,61,16,"Overcast",0,0,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",3,6.1,-73.9496154785156,40.6786842346191,"Standard rate",-73.9796371459961,40.7432899475098,"Credit card",26.75,4,"night",9.816974,18.4228187919463,1192,7.8,47,16,"Overcast",0,0,1.297,"Sonntag"
"VeriFone Inc.",4,0.69,-74.0157470703125,40.7152404785156,"Standard rate",-74.0102920532227,40.7215881347656,"Credit card",6.89,6,"night",1.1104446,12.6734693877551,196,10,61,16,"Overcast",0,0,1.264,"Dienstag"
"VeriFone Inc.",1,18.02,-73.9898986816406,40.733341217041,"Newark",-74.1817092895508,40.6877059936523,"Cash",79.3,2,"night",29.0003068,37.5634047481181,1727,8.3,46,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",3,1.82,-73.9747619628906,40.7296752929688,"Standard rate",-73.983642578125,40.7107467651367,"Cash",9.3,1,"night",2.9289988,19.3846153846154,338,5.6,51,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,0.7,-73.9834136962891,40.7390518188477,"Standard rate",-73.9926834106445,40.7372550964355,"Credit card",8.15,9,"morning",1.126538,6.08695652173913,414,17.8,75,16,"Overcast",0,0,1.297,"Montag"
"VeriFone Inc.",6,0.76,-73.9439849853516,40.7763137817383,"Standard rate",-73.9544143676758,40.7789878845215,"Cash",6.3,12,"morning",1.2230984,9.05960264900662,302,8.3,86,8,"Light Rain",0,1,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",1,2.1,-73.9101181030274,40.8448677062988,"Standard rate",-73.9326324462891,40.8567276000977,"Credit card",13.8,1,"night",3.379614,12.5165562913907,604,5,53,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,1.4,-73.9746475219727,40.742115020752,"Standard rate",-73.970573425293,40.7579078674316,"Cash",8.3,14,"afternoon",2.253076,10.7692307692308,468,8.9,80,16,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",2,2.53,-73.9813995361328,40.7559013366699,"Standard rate",-74.009162902832,40.747501373291,"Cash",10.8,18,"afternoon",4.0716302,12.8281690140845,710,3.3,48,16,"Clear",0,0,1.284,"Freitag"
"VeriFone Inc.",1,1.02,-73.989860534668,40.7384338378906,"Standard rate",-73.9881591796875,40.7494926452637,"Credit card",8.16,18,"afternoon",1.6415268,10.6744186046512,344,2.8,50,16,"Partly Cloudy",0,0,1.284,"Freitag"
"VeriFone Inc.",5,5.4,-74.0096817016602,40.7103233337402,"Standard rate",-73.9769515991211,40.7519416809082,"Cash",18.3,20,"evening",8.690436,26.7400275103164,727,20.6,65,16,"Overcast",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",1,2.6,-73.9822463989258,40.7784423828125,"Standard rate",-73.949592590332,40.7818717956543,"Credit card",13.8,11,"morning",4.184284,12.2834645669291,762,8.3,27,16,"Clear",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,3.3,-74.0011901855469,40.7465019226074,"Standard rate",-73.9644775390625,40.7730102539063,"Credit card",15.95,12,"morning",5.310822,17.6261127596439,674,4.4,51,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",4,1.35,-73.9726181030274,40.6855964660645,"Standard rate",-73.9838790893555,40.6721725463867,"Cash",8.8,20,"evening",2.172609,11.1981566820277,434,7.2,90,9,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",1,2.84,-73.9716415405274,40.7573356628418,"Standard rate",-74.0005187988281,40.7299575805664,"Cash",14.3,21,"evening",4.5705256,10.529351184346,971,8.3,41,16,"Clear",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,1,-73.9746704101563,40.7522354125977,"Standard rate",-73.9845886230469,40.741138458252,"Credit card",6.96,7,"morning",1.60934,14.8148148148148,243,17.8,75,16,"Overcast",0,0,1.297,"Montag"
"VeriFone Inc.",2,2.56,-73.9467697143555,40.7765426635742,"Standard rate",-73.9391860961914,40.8043632507324,"Cash",12.3,15,"afternoon",4.1199104,11.0239234449761,836,23.9,84,6,"Light Rain",0,1,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,1.6,-73.9689788818359,40.7544288635254,"Standard rate",-73.9845962524414,40.7392539978027,"Cash",8.8,22,"evening",2.574944,12.4137931034483,464,21,49,16,"Mostly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",5,2.4,-73.9920196533203,40.7348251342773,"Standard rate",-73.9898223876953,40.7104225158691,"Cash",11.8,1,"night",3.862416,12.5036179450072,691,21.7,90,12,"Overcast",0,0,1.133,"Freitag"
"VeriFone Inc.",1,0.95,-73.9896926879883,40.7562294006348,"Standard rate",-73.994499206543,40.7507286071777,"Cash",8.8,17,"afternoon",1.528873,7.4025974025974,462,8.9,89,3,"Light Rain",0,1,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",2,1.9,-73.985954284668,40.7465057373047,"Standard rate",-73.9896697998047,40.7229957580566,"Credit card",13.3,21,"evening",3.057746,9.1566265060241,747,8.3,41,16,"Clear",0,0,1.297,"Samstag"
"VeriFone Inc.",2,0.66,-73.9765319824219,40.7594299316406,"Standard rate",-73.9848175048828,40.7593383789063,"Cash",6.8,14,"afternoon",1.0621644,5.6437054631829,421,25.6,76,12,"Mostly Cloudy",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,2.83,-73.9705505371094,40.7619018554688,"Standard rate",-73.9956970214844,40.7266502380371,"Credit card",16.56,14,"afternoon",4.5544322,10.1171797418074,1007,25,76,12,"Overcast",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,0.78,-73.9821624755859,40.7756195068359,"Standard rate",-73.9763107299805,40.7858009338379,"Credit card",6.3,8,"morning",1.2552852,16.0457142857143,175,23.9,40,14,"Clear",0,0,1.167,"Mittwoch"
"Creative Mobile Technologies, LLC",2,1.4,-74.0078277587891,40.7430725097656,"Standard rate",-73.9970245361328,40.7313766479492,"Credit card",10.55,17,"afternoon",2.253076,10.9090909090909,462,11.1,47,16,"Overcast",0,0,1.297,"Samstag"
"VeriFone Inc.",3,1.01,-73.9679183959961,40.7613182067871,"Standard rate",-73.9560165405274,40.7636528015137,"Cash",8.3,9,"morning",1.6254334,6.77094972067039,537,25,36,14,"Clear",0,0,1.167,"Mittwoch"
"VeriFone Inc.",1,5.51,-73.9823303222656,40.7582130432129,"Standard rate",-74.0163803100586,40.7069206237793,"Credit card",23.8,20,"evening",8.8674634,16.2191332788226,1223,20.6,65,16,"Overcast",0,0,1.264,"Montag"
"VeriFone Inc.",1,3.21,-73.9920120239258,40.7590637207031,"Standard rate",-74.0009231567383,40.7258415222168,"Cash",15.3,22,"evening",5.1659814,11.28515625,1024,1.7,52,16,"Clear",0,0,1.284,"Freitag"
"VeriFone Inc.",1,2.06,-73.9700469970703,40.7530212402344,"Standard rate",-73.9891815185547,40.728458404541,"Cash",9.8,21,"evening",3.3152404,14.6272189349112,507,21.1,53,14,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,1.25,-73.9983901977539,40.7452926635742,"Standard rate",-73.9959945678711,40.7588424682617,"Credit card",9.75,0,"night",2.011675,11.6279069767442,387,5.6,51,16,"Overcast",0,0,1.284,"Donnerstag"
"Creative Mobile Technologies, LLC",1,3.2,-73.9750595092774,40.7445030212402,"Standard rate",-73.988166809082,40.7749977111816,"Credit card",17.75,10,"morning",5.149888,10.7462686567164,1072,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"VeriFone Inc.",2,7.02,-74.0059432983399,40.725700378418,"Standard rate",-73.9340972900391,40.7691383361816,"Credit card",29.3,23,"evening",11.2975668,17.4409937888199,1449,19.4,61,14,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",3,1.7,-73.975471496582,40.7652549743652,"Standard rate",-73.95458984375,40.7739982604981,"Cash",10.8,11,"morning",2.735878,7.75665399239544,789,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"Creative Mobile Technologies, LLC",1,3.2,-73.9867401123047,40.7595367431641,"Standard rate",-73.9782485961914,40.7295036315918,"Cash",14.3,23,"evening",5.149888,11.2390243902439,1025,6.7,47,16,"Clear",0,0,1.297,"Samstag"
"VeriFone Inc.",1,2.99,-73.9844436645508,40.7574768066406,"Standard rate",-73.9624252319336,40.778865814209,"Credit card",16.56,10,"morning",4.8119266,11.7382769901854,917,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"Creative Mobile Technologies, LLC",1,5.3,-73.9701919555664,40.7971954345703,"Standard rate",-73.9305725097656,40.8511734008789,"Credit card",20.15,22,"evening",8.529502,36.1363636363636,528,20,56,14,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,4.6,-73.9894409179688,40.7140769958496,"Standard rate",-73.9446258544922,40.6867942810059,"Credit card",22.3,2,"night",7.402964,18.257993384785,907,21.1,93,11,"Overcast",0,0,1.133,"Freitag"
"VeriFone Inc.",2,8.33,-73.9726867675781,40.7649688720703,"Standard rate",-73.9391174316406,40.8512191772461,"Cash",27.3,23,"evening",13.4058022,22.4125560538117,1338,11.1,77,16,"Overcast",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,1,-73.9890899658203,40.7364921569824,"Standard rate",-74.0059127807617,40.7436141967774,"Credit card",8.3,12,"morning",1.60934,9.57446808510638,376,4.4,51,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,3.4,-74.0136337280273,40.7138862609863,"Standard rate",-73.9919891357422,40.7481918334961,"Credit card",17.15,22,"evening",5.471756,15.6122448979592,784,20,56,14,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",2,1.1,-73.9750823974609,40.749942779541,"Standard rate",-73.9899444580078,40.7622413635254,"Cash",8.8,23,"evening",1.770274,7.08407871198569,559,7.2,90,14,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",1,0.67,-73.9876556396484,40.7502479553223,"Standard rate",-73.9785614013672,40.7524108886719,"Cash",7.3,17,"afternoon",1.0782578,7.05263157894737,342,25.6,43,12,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,1.9,-73.9861679077148,40.7348518371582,"Standard rate",-73.987190246582,40.7537155151367,"Cash",12.8,8,"morning",3.057746,6.621490803485,1033,21.1,84,14,"Overcast",0,0,1.133,"Freitag"
"VeriFone Inc.",1,16.75,-73.9828643798828,40.7666664123535,"JFK",-73.8092727661133,40.6499938964844,"Credit card",70.01,9,"morning",26.956445,30.4699343102577,1979,25,36,14,"Clear",0,0,1.167,"Mittwoch"
"VeriFone Inc.",2,1.04,-73.9772720336914,40.7492980957031,"Standard rate",-73.9808731079102,40.7599906921387,"Cash",10.8,17,"afternoon",1.6737136,4.36872812135356,857,11.1,43,16,"Overcast",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",2,6.1,-73.8989486694336,40.7670936584473,"Standard rate",-73.9006729125977,40.7605514526367,"Credit card",24.12,12,"morning",9.816974,26.8131868131868,819,15,48,16,"Partly Cloudy",0,0,1.284,"Samstag"
"VeriFone Inc.",1,1.62,-73.9941864013672,40.7510681152344,"Standard rate",-73.9828796386719,40.7380218505859,"Credit card",11.76,20,"evening",2.6071308,10.9213483146067,534,18.9,75,16,"Mostly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",1,11.34,-73.789306640625,40.648738861084,"Standard rate",-73.862663269043,40.7683906555176,"Cash",34.3,18,"afternoon",18.2499156,28.9326718639263,1411,22.2,91,6,"Scattered Clouds",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,1.3,-73.9707412719727,40.7587738037109,"Standard rate",-73.9564437866211,40.7646064758301,"Cash",6.8,12,"morning",2.092142,14.4444444444444,324,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"VeriFone Inc.",2,1.58,-73.984260559082,40.7425956726074,"Standard rate",-73.9836959838867,40.7259101867676,"Credit card",14.12,21,"evening",2.5427572,6.8861985472155,826,8.9,39,16,"Scattered Clouds",0,0,1.297,"Samstag"
